transcript_id	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0079326	375.72	88.65	98.89	353.71	116.68	90.47
FBtr0079327	16.74	4	13	16	9	7
FBtr0079330	130	31	46	134	36	45
FBtr0079332	347.31	111.9	162.96	431.96	119.68	141.33
FBtr0079333	11	1	5	15	2	8
FBtr0079334	0	0	0	0	0	0
FBtr0079335	0	0	0	0	0	0
FBtr0079336	0	0	0	3	0	1
FBtr0079337	0	0	0	0	0	0
FBtr0079339	0	0	0	0	0	0
FBtr0079341	0	0	0	0.99	0	0
FBtr0079342	443	152	260	359	148	139
FBtr0079343	2268	922	1053	2598	1052	895
FBtr0079344	0	0	1	0	0	0
FBtr0079345	153.26	0	25.9	54.06	0	0
FBtr0079346	8148.46	1609.98	1809.74	3754.53	1972.33	1632.84
FBtr0079347	119.97	42.78	139.33	53.16	145.97	73.56
FBtr0079348	42.13	10.19	9.91	31.77	9.37	2.79
FBtr0079349	1934	672	835	2175	779	710
FBtr0079350	887	276	434	978	308	369
FBtr0079351	98.88	70.34	83	167	76	94
FBtr0079352	1716	723	1041	2265	872	789
FBtr0079355	1081.18	562.31	683.37	1529.23	749.52	629.72
FBtr0079356	142.8	31.62	83.11	207.28	20.91	63.54
FBtr0079357	2559.34	816.27	1204.7	1246.28	874.85	851.21
FBtr0079358	914.58	278.82	412.3	912.88	190.15	261.79
FBtr0079359	0	38.91	0	975.13	0	0
FBtr0079360	0	0	0	3.41	0	0
FBtr0079361	0	0	0	104.31	0	0
FBtr0079362	354	108	173	386	98	116
FBtr0079363	54.45	23.86	8.62	29.26	5.47	5.05
FBtr0079364	271	105	124	306	66	87
FBtr0079365	886	296	403	720	275	237
FBtr0079366	778.3	316	441.77	821.46	274.68	271.32
FBtr0079367	0	0	0	0	0	0
FBtr0079368	1870.42	732	903.98	2002.8	731.96	724
FBtr0079369	2596	1066	1446	2803	1230	1213
FBtr0079370	6	2	8	23	4	3
FBtr0079371	978	424	563	1053	374	384.19
FBtr0079372	269	78	98	353	73	94
FBtr0079373	19	7	8	37	8	5
FBtr0079374	0	0	0	0	0	0
FBtr0079377	0	0	0	0	0	0
FBtr0079379	0	0	0	0	0	0
FBtr0079380	0	0	0	0	0	0
FBtr0079381	0	0	0	0	0	0
FBtr0079382	2101.38	620.06	918	1488.27	514	432.54
FBtr0079383	10.52	7.87	0	19.11	7	17.51
FBtr0079384	1200.72	157.71	164.49	607.91	224.7	157.81
FBtr0079388	2	1	2	9	3	3
FBtr0079389	438	101	182	501	133	126
FBtr0079401	284.88	133.08	182.77	509.78	276.84	155.89
FBtr0079402	125.24	22.04	42.46	242.23	41.59	61.04
FBtr0079403	1604.86	460	626	2092	460	512
FBtr0079405	672.57	235	290.54	933.67	260.64	268
FBtr0079413	656	206	293	777	256	267
FBtr0079414	516.55	96.39	114.1	407.11	118.65	110.28
FBtr0079416	125.29	37.5	27.04	119.7	41.17	17.49
FBtr0079417	1043.71	306.5	470.96	869.3	321.83	303.51
FBtr0079418	183	64	51.39	115.58	50	42
FBtr0079419	0	0	0	0	0	0
FBtr0079423	5128	1734	2607	3997	1474	1406
FBtr0079424	833.14	222	283	715	217	222
FBtr0079425	5	0	1	2	2	0
FBtr0079426	195.49	14.14	54.26	97.47	83.2	88.05
FBtr0079427	122.17	68.8	39.28	76.12	14.41	0
FBtr0079428	17.67	0	4.65	18.53	0	0
FBtr0079429	1926.56	657.66	864.25	2853.33	701.03	746.92
FBtr0079430	104.64	165.34	366.75	10.01	336.97	227.08
FBtr0079431	2231.94	1052.38	1486.54	2145.73	1023.51	1044.34
FBtr0079432	3	0	2	3	0	1
FBtr0079436	0	2	0	0	0	0
FBtr0079437	0	0	0	0	0	0
FBtr0079438	1	1	0	1	0	0
FBtr0079439	0	0	0	0	0	0
FBtr0079440	0	3	6	10	7	6
FBtr0079441	0	1	0	0	0	1
FBtr0079442	11	1	1	6	2	2
FBtr0079443	649.23	187.8	270	590.38	196.88	222
FBtr0079444	0	15.89	0	0	0	0
FBtr0079445	0	0	0	0	0	0
FBtr0079446	103.8	7.61	25.92	40.91	0	16.11
FBtr0079447	287.68	88.1	78.89	483.16	90.47	137.39
FBtr0079448	26.41	24.76	21.37	24.23	8.57	10.41
FBtr0079449	0	0	0	0	0	0
FBtr0079451	19	0	0	0	0	0
FBtr0079455	3	4	0	2	4	5
FBtr0079458	0	0	0	2.27	0	0
FBtr0079459	12.38	5	5.36	20.36	1.13	6.6
FBtr0079460	13.49	7	7.49	16.95	7.87	4.4
FBtr0079461	1.13	0	1.08	2.28	0	0
FBtr0079462	0	0	1.07	1.14	0	0
FBtr0079463	0	0	0	0	0	0
FBtr0079464	99.81	36.1	42.16	113.54	46.27	40.65
FBtr0079466	1055	395	528	1750	680	765
FBtr0079467	434	163	206	443	166	161
FBtr0079468	0	0	0	0	0	0
FBtr0079469	851	271	339	772	270	257
FBtr0079470	0	0	0	0	0	0
FBtr0079471	1	1	0	0	1	0
FBtr0079472	0	0	0	1	0	0
FBtr0079473	0	0	23.89	0	0	0
FBtr0079474	0	0	100.01	0	0	0
FBtr0079475	75.51	23.11	19.71	43.37	13.87	12.67
FBtr0079476	452.49	158.89	91.39	517.63	187.13	144.33
FBtr0079477	3	0	1	2	0	2
FBtr0079478	0	0	0	0	0	0
FBtr0079479	0	0	1	0	0	0
FBtr0079481	0	0	0	0	0	0
FBtr0079485	0	0	0	0	0	0
FBtr0079486	7	2	5	4	2	2
FBtr0079487	2	0	0	0	0	0
FBtr0079488	1452	545	767	1885	627	570
FBtr0079489	141.64	21.09	33.44	86.48	35.89	12.13
FBtr0079490	24831.03	5564.52	6767.39	15185.46	7343.58	6271.16
FBtr0079491	20062.97	10434.48	13204.61	69343.54	21693.42	20671.84
FBtr0079492	0	0	0.45	51.61	10	0.14
FBtr0079493	928.63	306.62	454.63	1066.64	373	371
FBtr0079495	5603.97	2517.12	3382.64	7429.33	3262.2	3454.07
FBtr0079496	219	50	48.66	192.83	33.21	48.73
FBtr0079499	0	0	0	0	1	0
FBtr0079500	0	0	0	0	0	0
FBtr0079501	1.16	0	0	1.42	2.42	1
FBtr0079502	0	0	0	0	0	0
FBtr0079503	0	0	0	0	0	0
FBtr0079504	0	0	0	0	0	0
FBtr0079505	14.84	3	6	16.58	6.58	1
FBtr0079507	33.33	7.03	13.04	14.2	5	4
FBtr0079510	0	0	0	124.95	0	0
FBtr0079511	1394.63	440.86	734.02	1536.73	530.88	497.26
FBtr0079513	570.2	177.05	285.64	501.97	263.67	274.79
FBtr0079515	0	0	1	3	0	0
FBtr0079516	0	0	2	1	2	1
FBtr0079523	974.94	226.32	224.01	466	128.59	130.74
FBtr0079524	80.06	115.02	212.99	85.63	57.41	75.26
FBtr0079525	8758.62	2588.92	3918.33	10174.24	3106.28	2877.75
FBtr0079526	0	0	0	0	0	0
FBtr0079531	51.09	32.78	73	21.86	0	0
FBtr0079532	291.33	84.85	50.96	193.06	84.49	30.54
FBtr0079533	30	0	0	28.1	21	0
FBtr0079534	0	10	17	8.9	0	19
FBtr0079535	2977.46	895.36	1088.74	2392.26	712.51	929.2
FBtr0079536	642.77	336.57	379.91	600.63	345.86	295.03
FBtr0079537	3130.76	450.56	598.11	4374.95	723.71	567.32
FBtr0079538	0	0	28.02	0	72.99	0
FBtr0079539	176.87	46.92	39.27	118.34	74.16	52.96
FBtr0079540	74	42	47	67	14	39
FBtr0079542	234	118	129	266	110	124
FBtr0079543	4985	1646	2246	3064	1224	1018
FBtr0079544	202.5	73.5	119	248	71	79
FBtr0079545	0	0	0	0	276.48	0
FBtr0079546	26413.91	11729.84	17278.75	30159.69	10100.21	14949.86
FBtr0079549	1282	591	947	1940	855	886
FBtr0079550	0	18.41	0	0	0	0
FBtr0079551	11.72	0	0	12.23	0	0
FBtr0079557	5	2	0	6	2	1
FBtr0079559	15	0	6	14	3	3
FBtr0079560	1069	373	466	1109	282	396
FBtr0079561	6	0	3	5	3	0
FBtr0079562	0	0	0	0	0	0
FBtr0079563	29.38	13.97	12	63.21	19.83	15.99
FBtr0079564	0	3	15	4.71	12	7
FBtr0079565	27020.77	14708.88	20963.57	50181.37	19121.76	20208.2
FBtr0079566	3511.17	1926.63	2721.83	6551.62	2104.53	2027.43
FBtr0079567	2065.5	302.8	345.97	1393.43	197.41	316.26
FBtr0079568	77.16	13.18	36.99	39.24	16.33	17.57
FBtr0079569	758.14	71.02	47.44	1176.77	46.8	43.02
FBtr0079570	5086.59	770.7	1270.55	3569.98	1290.41	1222.94
FBtr0079571	110.73	0	0	32.22	1.59	3.91
FBtr0079572	3187.94	129.04	295.52	2621.28	318.07	342.8
FBtr0079573	291.08	73.05	0	877.74	37.47	47.61
FBtr0079574	218.91	53.58	55.71	270.13	72.39	46.46
FBtr0079575	1	0	0	2	0	1
FBtr0079576	2487.92	844.27	1113	3695.22	1200.02	1119.07
FBtr0079577	8	0	1	1	3	1
FBtr0079581	1080	366	544	1420	466	469
FBtr0079586	953	317	480	807	271	316
FBtr0079587	434.2	165.84	154.01	291.1	142.33	160.32
FBtr0079588	80.93	22.16	59.84	47.61	41.67	35.68
FBtr0079589	125	38	59	122	42	52
FBtr0079590	1749	386	516	1999	359	448
FBtr0079593	2.9	1.03	0	0	9.81	4.97
FBtr0079594	20	2	15	29	6	17
FBtr0079595	0	0	0	0	0	0
FBtr0079597	91	34.5	46.5	72.4	24	26
FBtr0079598	878.21	290	407	942	322	348
FBtr0079599	687.3	237	314	782.82	274	234
FBtr0079600	2438.68	809	1110	2914	1182	961
FBtr0079601	864	274	371	762	256	252
FBtr0079602	0	0	0	0	0	0
FBtr0079603	3	1	2	4	1	5
FBtr0079604	1	0	0	1	0	0
FBtr0079605	1387	533	768	1824	619	654
FBtr0079606	322.69	126	197	352	115	115
FBtr0079607	3	0	3	7	2	2
FBtr0079608	4485.84	1621.48	2116.19	3582.23	1445.03	1342.17
FBtr0079609	10	3	3	9	1	2
FBtr0079612	209.7	53	64	165.18	47	49
FBtr0079613	3626.79	1175	1637	3540	1195	1287
FBtr0079614	2118	756	1076	1601	763	872
FBtr0079615	105.76	15.59	23.22	21.57	7.79	22.01
FBtr0079616	1478.79	711.65	901.71	1141.49	473.76	447.33
FBtr0079617	836.77	101.52	213.07	390.4	90.6	86.97
FBtr0079618	0	0	0	21.33	0	0
FBtr0079620	0	0	0	2.18	0	0
FBtr0079621	0	0	0	0	3.23	0
FBtr0079624	0	0	0	1	0	0
FBtr0079625	14980.43	6053.39	8039.09	12524.22	5576.24	5244.13
FBtr0079626	1456.39	0	0	2318.18	0	0
FBtr0079628	0	15.48	53.57	134.83	22.68	7.71
FBtr0079629	59.65	27.74	0	30.17	64.54	53.04
FBtr0079631	5122.14	1881	2935	7440.99	2806	2745
FBtr0079632	898	276	427	1788	668	704
FBtr0079633	313.32	193.58	236.08	346.18	139.24	188.91
FBtr0079634	249.68	69.42	111.92	299.82	104.76	92.09
FBtr0079635	4002.53	1165.9	1677.46	5421.7	1364.83	1369.9
FBtr0079636	417.47	96.1	72.54	284.3	70.17	98.1
FBtr0079637	1288.88	320	419	984.28	423	411
FBtr0079638	893.39	678.4	760.86	1282.9	506.36	581.52
FBtr0079639	143.14	10.96	32.37	75.57	24.2	18.85
FBtr0079640	599	107	152	417	62	82
FBtr0079641	4654.13	1537.83	1729.45	5529.01	1699.48	1590.64
FBtr0079642	356	122	181	626	175	178
FBtr0079646	418	108	137	363	103	100
FBtr0079648	134.5	38.25	58.07	590.75	79.44	221.89
FBtr0079649	122.12	0	18.75	173.66	54.57	0
FBtr0079650	944.48	377	568	1254	345	423
FBtr0079651	515	138	238	437	134	180
FBtr0079652	146.16	21.51	21.03	145.88	63.98	32.38
FBtr0079653	1250.61	127.6	356.27	1736.54	534.63	340.58
FBtr0079654	175.57	23.41	42.07	180.02	33.54	64.29
FBtr0079655	55.51	0	11.29	38.4	0	0
FBtr0079656	306.58	60.51	60.58	287.58	85.55	153.33
FBtr0079657	1727.38	1018.75	1148.8	2479.89	1001.92	1464.05
FBtr0079658	3537.85	1153.65	1627.44	5788.82	1964.19	1849.34
FBtr0079660	2	0	4	6	2	1
FBtr0079661	1692	639	966	1454	597	606
FBtr0079662	181.91	20	46	123	32	46
FBtr0079663	6578.19	903.94	1060.23	7352.3	1053.83	769.05
FBtr0079664	5351.19	1900.01	2814.66	7812.43	3045.63	2705.88
FBtr0079665	14718.33	4511.16	7145.77	14353.47	4004.49	3603.89
FBtr0079666	20.21	0	0.03	18.59	0	38.12
FBtr0079667	767.92	208.78	292.12	2527.05	574.58	445.88
FBtr0079673	38	8	4	32	11	7
FBtr0079674	393.46	149	214	365	159	172
FBtr0079676	0	1	0	2	0	0
FBtr0079681	117	41	52	88	25	40
FBtr0079682	1835	513	714	1740	562	619
FBtr0079683	12.33	0	0	18.9	9.23	8.43
FBtr0079684	1	0	0	2	0	0
FBtr0079685	450.49	168.74	238.83	491.63	197	158.32
FBtr0079686	0	0	0	9.68	4.91	0
FBtr0079687	1.82	0.84	12.61	0	0	0
FBtr0079688	110.8	46.39	17.9	76	38.49	53.88
FBtr0079689	59.72	0	55.15	189.01	45.09	52.47
FBtr0079691	139.8	41.68	0	0	0	48.56
FBtr0079695	218.42	48.83	35.35	106.41	39.73	38.53
FBtr0079696	442	167	217	542	113	153
FBtr0079697	1723	620	814	2362	659	748
FBtr0079698	2851.3	1179	1698.51	3437.55	1383.49	1310.93
FBtr0079699	3	0	0	1	1	2
FBtr0079700	0	4	0	0	0	0
FBtr0079701	0	2	0	5	0	0
FBtr0079703	144.39	32.96	37.44	120.02	16.84	41.52
FBtr0079704	0	0	0	0	0	0
FBtr0079707	744	270	336	907	326	333
FBtr0079708	417.97	114.09	187	976.43	347.15	371.84
FBtr0079710	365.38	167.32	203.62	879.5	237.86	177.06
FBtr0079711	384.35	201.85	233.65	417.47	145.22	121.35
FBtr0079712	0	0	0	0	0	0
FBtr0079713	7	1	0	8	1	6
FBtr0079714	1	1	0	0	0	0
FBtr0079715	0	0	0	0	0	0
FBtr0079716	1	0	0	0	0	0
FBtr0079719	1887.79	638	844	1855	503	642
FBtr0079720	118.32	46.13	50.96	148.53	57.11	35.69
FBtr0079721	8785.75	3891.45	5104.73	9139.63	3763.82	3748.04
FBtr0079722	228.25	21.55	89.27	133.37	92.18	102.96
FBtr0079723	378.52	128	219	405	159	158
FBtr0079724	412.25	55.69	3.96	129.59	34.43	36.62
FBtr0079727	442.24	141.67	367.46	736.69	367.85	368.59
FBtr0079730	350	108	189	374	95	115
FBtr0079731	8	7	5	10	4	3
FBtr0079732	0	0	1	0	0	0
FBtr0079733	2.51	0	0.5	2.01	1	1
FBtr0079734	0	0	0	0	0	0
FBtr0079735	0	0	1	0	0	0
FBtr0079736	0	0	0	1	0	0
FBtr0079737	1	0	0	0	0	0
FBtr0079738	1	0	0	1	0	0
FBtr0079741	0	1	0	2	0	0
FBtr0079742	1	0	0	3	1	0
FBtr0079744	0	1	0	1	1	0
FBtr0079745	0	0	0	0	0	0
FBtr0079746	624.92	352.18	493.57	870.63	284.49	359.29
FBtr0079747	468.97	116.27	107.49	606.57	197.67	50.01
FBtr0079748	353.86	375.02	523.14	816.35	449.38	472.46
FBtr0079750	552	172	255	566	168	177
FBtr0079751	1	3	2	4	0	0
FBtr0079753	12	2	6	7	2	2
FBtr0079754	8.04	3	0	15	1	1
FBtr0079755	6	3	1	4	0	0
FBtr0079756	0	0	0	0	0	2
FBtr0079757	230.94	40	52.42	106.58	41.23	29
FBtr0079758	220.06	53	57.58	241.42	78.77	69
FBtr0079759	12.7	9.65	19.22	3.17	7.95	0
FBtr0079760	4	1	1	3	0	1
FBtr0079761	17.63	0	0	7.82	0	3
FBtr0079762	4.36	0	4.74	0	1.27	5.69
FBtr0079763	46.52	53.25	33.64	59.19	22.48	48.88
FBtr0079765	0	0	1	0	0	0
FBtr0079766	24	3	4	0	3	0.35
FBtr0079767	0	0	0	0	0	0
FBtr0079768	5	1	2	6	2	1
FBtr0079770	6	0	0	0	1	0
FBtr0079771	311.78	50.66	229.33	0	145.49	134.34
FBtr0079773	3	0	1	1	0	1
FBtr0079774	1118	298.1	441	1262	323	369
FBtr0079776	0	0	0	0	0	0
FBtr0079777	0	0	0	0	0	0
FBtr0079778	0	0	0	0	0	0
FBtr0079779	273	95	155	132.98	53	48.88
FBtr0079780	2252.84	622.54	859.29	2362.97	719.22	677.73
FBtr0079781	110.59	2.35	17.61	177.19	0.36	34.68
FBtr0079782	2565.58	752.57	997.94	2154.29	872.49	752.63
FBtr0079783	56.99	20	19	31.45	2.38	9
FBtr0079784	8.01	0	0	6.55	14.62	0
FBtr0079786	3.89	0	4	5.26	0.2	5
FBtr0079787	530.46	95.87	102.39	599.84	123.2	128.95
FBtr0079788	450.9	97.34	90.79	578.69	140.59	153.55
FBtr0079789	5802.66	1941.91	2366.92	3395.02	1475.32	1326.37
FBtr0079790	1747.44	1053.74	1891.29	2707.29	897.09	1004.07
FBtr0079791	289	61.52	98.72	249.35	79	90.29
FBtr0079795	0	0	2.94	0	0	4.01
FBtr0079796	0	0	3.99	0	0	0
FBtr0079797	1.63	0	0	3.26	0	0
FBtr0079799	759	195	260	432	131	129
FBtr0079800	165.38	45.15	107.59	206.75	101.68	4
FBtr0079801	257.62	17.74	21.09	333.25	89.32	97.2
FBtr0079802	0	0	23.32	0	0	0
FBtr0079803	0	0	0	0	0	0
FBtr0079805	0	0	0	0	0	0
FBtr0079806	0	0	0	0	0	0
FBtr0079807	0	2	1	0	1	2
FBtr0079808	0	0	0	0	0	0
FBtr0079809	1000	347	510	1037	310	327
FBtr0079810	1	0	0	2	1	0
FBtr0079811	167.34	13.2	46.1	158.8	31.92	45.38
FBtr0079813	7	1	4	7	4	3
FBtr0079816	0	0	0	0	0	0
FBtr0079817	147.78	54.85	82.96	36.27	45.78	34.89
FBtr0079818	973.22	361.15	484.04	813.73	261.22	274.11
FBtr0079819	1	0	0	1	0	1
FBtr0079821	0	0	0	0	0	0
FBtr0079822	281.22	91	126	352	129	102.29
FBtr0079825	0	0	37.25	253.61	37.11	48.47
FBtr0079826	710.27	242	238.75	449.39	227.89	149.81
FBtr0079827	0	0	0	0	0	0
FBtr0079828	0.73	0	0	0	0	22.73
FBtr0079829	0	0	0	1	1	0
FBtr0079830	3	2	1	12	0	3
FBtr0079831	0	0	0	0	0	0
FBtr0079832	0	0	0	0	0	0
FBtr0079834	568.05	175.17	285.96	816.26	231.32	271
FBtr0079835	28.95	5.83	5.04	29.74	2.68	0
FBtr0079836	1	0	0	0	0	0
FBtr0079837	1	0	1	1	0	0
FBtr0079839	261.76	36.04	40.05	49.55	21.13	21.25
FBtr0079840	6551.24	2278.96	3280.95	5743.45	1810.87	2063.75
FBtr0079841	0	0	0	0	0	0
FBtr0079842	185.33	94.08	108.35	94.23	82.29	58.36
FBtr0079846	1161.82	489.53	697.22	1600.5	482.31	656.57
FBtr0079847	1168	447	643	1249	461	434
FBtr0079848	5216	2296	3671	7041	2946	3035
FBtr0079849	95.32	19.89	39.65	77.59	31.28	28.09
FBtr0079851	4293.82	865.17	909.79	3522.82	797.61	683.19
FBtr0079852	0	23.47	0	74.93	0	0
FBtr0079853	0	0	1	2	0	0
FBtr0079855	0	0	3	1	1	0
FBtr0079856	0	0	0	0	0	0
FBtr0079857	42.41	10.3	30.03	13.26	0	9.93
FBtr0079858	3756.59	1670.7	2120.97	4386.74	2096	2022.07
FBtr0079860	4	0	0	0	0	0
FBtr0079861	0	0	0	0	0	0
FBtr0079862	2869.46	1676.69	2326.1	4585.62	2064.32	2183.51
FBtr0079863	0	0	0	0	0	0
FBtr0079864	3991.18	1269.22	1893.27	2852.93	1066.74	1034.74
FBtr0079865	2747	1115	1548	3293	1161	1206
FBtr0079866	0	0	0	0	0	0
FBtr0079867	17	2	10	8	1	2
FBtr0079868	2	1	0	1	0	0
FBtr0079869	1243.49	368.47	522.45	1463.45	532.15	484.01
FBtr0079870	277.04	130.04	77.29	110.6	54.95	152.08
FBtr0079872	3596.54	1163.23	1656.5	3372.41	1148.86	1272.57
FBtr0079874	192	66	66	228	66	87
FBtr0079875	2579	1244	1787	3318	1419	1297
FBtr0079876	2124	804	1215	2210	887	1016
FBtr0079877	837.91	302	505	946	321	399
FBtr0079878	65.7	24	37	69	24	22
FBtr0079879	75.08	44	79.2	138	41.14	39.05
FBtr0079883	133.98	28.63	42.45	141.31	40.55	37.31
FBtr0079884	269.53	127	173	362.83	122	125
FBtr0079885	43.45	58.61	0	156.28	35.37	2.31
FBtr0079886	576.07	104.26	255.78	556.61	174.96	98.61
FBtr0079887	675.89	292.95	431.37	796.77	469.72	475.08
FBtr0079888	440.96	72.6	107.55	87.99	71.95	109.44
FBtr0079889	0	60.83	60.65	0	60.73	20.3
FBtr0079890	1064.8	405.16	573.86	1185.39	479.47	441.96
FBtr0079891	159	75	113	202.51	78	84
FBtr0079892	121.74	61.91	110.11	209.9	78.36	102.23
FBtr0079894	836.84	321.05	525.74	1071.09	458.77	449.34
FBtr0079895	132	30	62	151	37	44
FBtr0079896	492.33	145.07	219.61	662	148.06	201.17
FBtr0079897	4	2	1	0	3	0
FBtr0079898	13.51	1	8	11	8	10
FBtr0079900	1641.47	642.7	968.19	1620.5	506.79	585.67
FBtr0079901	1651	595	753	1559	612	497
FBtr0079902	0	187.33	156.12	0	18.42	0
FBtr0079903	221.39	28.4	0	29.83	125.25	20.51
FBtr0079905	40575.61	26676.52	36954.59	50594.16	25031.45	30397.18
FBtr0079911	348.77	122	205	383.18	116	149
FBtr0079912	0	0	0	0	1.85	0
FBtr0079913	0	0	0	2.1	0	0
FBtr0079914	0	0	0	0	0	0
FBtr0079915	0	0	0	4.9	0	0
FBtr0079916	0	0	1	0	1.15	0
FBtr0079917	0	0	0	0	0	28.24
FBtr0079924	269	125	177	390	119	117
FBtr0079925	6.9	0	1	10.36	2.01	2
FBtr0079926	2.78	3.21	2.91	29.69	8.3	0
FBtr0079928	0	0	0	0	0	0
FBtr0079929	15.96	7.5	11	13.37	6.5	7.5
FBtr0079930	3333.8	82.66	479.78	4231.4	642.97	106.51
FBtr0079931	794.04	142.7	165.56	623.05	201.53	196.67
FBtr0079932	64.26	2.72	38.87	76.15	20.72	16.71
FBtr0079933	0	0	0	0	0	0
FBtr0079934	0.88	0	3	0	1	0
FBtr0079935	0	0	0	0	0	0
FBtr0079936	0	0	0	0	0	0
FBtr0079937	9875	3800	5307	8169	3021	2873
FBtr0079938	69	20	38	56	22	23
FBtr0079943	0	1	1	1.89	0	2
FBtr0079944	4	0	0	5.11	4	0
FBtr0079946	31186.05	14961.65	21379.21	59210.47	23081.78	27878.42
FBtr0079947	787.39	324	413	845	278	341
FBtr0079948	2617.27	557.36	1328.45	2999.42	671.57	782.21
FBtr0079949	276.53	77.13	113.91	303	97.3	77.52
FBtr0079950	24.46	11.87	8.09	0	11.7	11.48
FBtr0079951	2450.13	612.79	795.69	2269.07	576.35	649.71
FBtr0079952	1874.87	514.21	707.31	1785.93	440.65	585.29
FBtr0079953	595.86	75.48	151.25	700.57	106.76	119.98
FBtr0079954	424.14	120.52	75.75	235.43	76.24	63.02
FBtr0079955	399.67	76.18	91.12	372.62	128.82	120.06
FBtr0079956	374.56	59.82	74.1	263.56	33.18	53.1
FBtr0079957	99.97	0	0	93.37	0	0
FBtr0079958	194	43	69	251	38	45
FBtr0079959	82	26	21	91	25	23
FBtr0079960	1505	680	1019	1734	796	789
FBtr0079962	309	75	98	297	101	111
FBtr0079964	19	7	10	16	5	7
FBtr0079966	0	0	0	0	0	0
FBtr0079969	0	0	0	0	0	0
FBtr0079971	0	0	0	0	0	0
FBtr0079973	31.37	21.74	21.62	24.47	0	8.55
FBtr0079975	3122.53	749	943	2760	783	754
FBtr0079976	37.47	0	0	0	0	0
FBtr0079977	841.59	242.54	349.49	911	310.79	227.31
FBtr0079978	103	29	26	63	22	18
FBtr0079983	384	65	81	290	75	78
FBtr0079984	329	107	175	267	109	115
FBtr0079985	191	47	56	252	61	54
FBtr0079986	351	109	143	271	83	100
FBtr0079987	761	199	341	926	216	208
FBtr0079988	2702.2	662	782	2627.75	699	642
FBtr0079989	0	0	0	0	0	0
FBtr0079990	12.98	0	5.82	0	0	0
FBtr0079991	8.02	7	5.18	12	5	9
FBtr0079992	710	257	400	961	322	355
FBtr0079993	833.44	239.31	261.2	1167.55	269.47	200.25
FBtr0079994	651	128	156	512	171	161
FBtr0079996	750.67	110.66	152.15	754	130.74	145.62
FBtr0079998	0	0	0	0	0	0
FBtr0079999	7	2	1	8	0	1
FBtr0080000	727.66	405.3	596.64	1184.16	399.45	459.1
FBtr0080001	0	27.55	48	146.36	35	24
FBtr0080002	0	6	0	0	12	4
FBtr0080003	426	133	232	418	146	174
FBtr0080004	31	0	10.36	15.78	0	10
FBtr0080005	96.15	9.2	18.32	9.21	18.36	4.61
FBtr0080006	53.4	12	15	53.2	17	12
FBtr0080007	1097.48	253.62	407.27	1171.21	290	324
FBtr0080008	0	0	0	0	0	0
FBtr0080009	1318.48	480.75	483.14	828.78	573.98	438
FBtr0080010	0	0	0	0	0	0
FBtr0080011	0	0.11	0	18.09	0	65.47
FBtr0080012	38.61	0	32.95	0	33.87	0
FBtr0080013	11.85	20.98	0	21.84	33.57	42.86
FBtr0080014	2039.94	584.71	1056.03	3512.08	608.2	681.78
FBtr0080016	35891.26	12021	17134.38	44232.62	11171	16208
FBtr0080017	9281.86	2765.03	4439.65	13777.97	3880.21	4701.91
FBtr0080018	181.18	0	151.27	253.25	0	0
FBtr0080019	495	131	183	400	162	146
FBtr0080020	2874.02	1233.3	1364.86	2950.09	998.99	1360.18
FBtr0080021	3506.48	1487.07	2323.6	3934.29	1446.23	1817.83
FBtr0080022	56.9	49.02	47.07	135.93	7.27	10.58
FBtr0080023	1591.62	203.92	192.33	937.78	211.49	181.58
FBtr0080024	180.64	39	68	199.25	41	41
FBtr0080025	852.05	322	472	915.71	259	348
FBtr0080026	419	120	149	400	113	122
FBtr0080027	583	116	158	545	130	132
FBtr0080029	184.1	42.4	42.84	134.58	0	36.36
FBtr0080030	4692.67	1632.23	2123.75	4454.66	1644.73	1683
FBtr0080031	36.33	34.77	23.25	127.34	12.27	0
FBtr0080032	0	0	0	0	0	0
FBtr0080033	673.56	140.47	186.91	506.62	141.51	150.24
FBtr0080035	6284.51	2741.15	3926.65	9113.31	3252.16	3282.4
FBtr0080036	728.26	194.16	247.43	658.05	204.75	145.05
FBtr0080037	4.06	1.24	4.62	6.46	8.15	6.56
FBtr0080038	2137.44	685.53	901.09	1780.38	746.49	690.76
FBtr0080039	0	0	0	0	4.78	0
FBtr0080040	0	0	0	0	0	0
FBtr0080041	14.44	8	9	14.43	0	4
FBtr0080042	561.13	202.57	216.32	379.16	168.63	157.56
FBtr0080043	152.58	52	82	149.29	60	49
FBtr0080044	640.36	213	259	543.75	148	181
FBtr0080046	335.77	145	248	409.65	125.63	162
FBtr0080047	3068	936	1229	2781	1049	995
FBtr0080050	4161.25	1786.69	2601.9	3270.16	1446.32	1670.41
FBtr0080051	1044	267	317	829	274	258
FBtr0080052	7058.46	3146.27	4386.24	8169.18	2798	3163.57
FBtr0080054	2387.86	987.17	1470.26	2446.79	1025.43	1220
FBtr0080055	832	214	321	863	229	248
FBtr0080059	3971	1288	1880	4653	1599	1535
FBtr0080060	611.11	166.77	187.78	786.62	238.8	190.12
FBtr0080061	2802.04	928.22	1267.53	2618.37	954.26	999.05
FBtr0080062	605	135	155	531	122	107
FBtr0080063	35	13	12	21	14	0.75
FBtr0080064	1827.8	465.11	546.06	468.15	378.74	339.12
FBtr0080065	1394.17	443.67	664.67	1762.94	575.66	589.88
FBtr0080066	2	1	2	4	2	0
